order,family,genus,species,scientificName,locality,stateProvince,decimalLatitude,decimalLongitude,eventDate,day,month,year,basisOfRecord
Apodiformes,Trochilidae,Chlorostilbon,Chlorostilbon gibsoni,"Chlorostilbon gibsoni (Fraser, 1840)",Botadero Santa Fé,Cesar,9.609315,-73.26278,,30.0,1.0,2025.0,HUMAN_OBSERVATION
Psittaciformes,Psittacidae,Brotogeris,Brotogeris jugularis,"Brotogeris jugularis (Statius Muller, 1776)",Botadero Santa Fé,Cesar,9.608376,-73.26401,,30.0,1.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Tyrannidae,Pitangus,Pitangus sulphuratus,"Pitangus sulphuratus (Linnaeus, 1766)",Botadero Santa Fé,Cesar,9.608376,-73.26401,,30.0,1.0,2025.0,HUMAN_OBSERVATION
Accipitriformes,Cathartidae,Coragyps,Coragyps atratus,"Coragyps atratus (Bechstein, 1793)",Botadero Santa Fé,Cesar,9.608376,-73.26401,,30.0,1.0,2025.0,HUMAN_OBSERVATION
Cuculiformes,Cuculidae,Crotophaga,Crotophaga ani,"Crotophaga ani Linnaeus, 1758",Botadero Santa Fé,Cesar,9.608376,-73.26401,,30.0,1.0,2025.0,HUMAN_OBSERVATION
Falconiformes,Falconidae,Milvago,Milvago chimachima,"Milvago chimachima (Vieillot, 1816)",Danies,Cesar,9.60796,-73.270026,,31.0,1.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Tyrannidae,Tyrannus,Tyrannus dominicensis,"Tyrannus dominicensis (Gmelin, 1788)",Botadero Santa Fé,Cesar,9.608376,-73.26401,,30.0,1.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Tyrannidae,Tyrannus,Tyrannus savana,"Tyrannus savana Vieillot, 1808",Botadero Santa Fé,Cesar,9.608376,-73.26401,,30.0,1.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Parulidae,Setophaga,Setophaga petechia,"Setophaga petechia (Linnaeus, 1766)",Botadero Santa Fé,Cesar,9.608376,-73.26401,,30.0,1.0,2025.0,HUMAN_OBSERVATION
Columbiformes,Columbidae,Columbina,Columbina passerina,"Columbina passerina (Linnaeus, 1758)",Botadero Santa Fé,Cesar,9.608376,-73.26401,,30.0,1.0,2025.0,HUMAN_OBSERVATION
Psittaciformes,Psittacidae,Aratinga,Aratinga pertinax,"Eupsittula pertinax (Linnaeus, 1758)",Botadero Santa Fé,Cesar,9.608376,-73.26401,,30.0,1.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Thraupidae,Sporophila,Sporophila intermedia,"Sporophila intermedia Cabanis, 1851",Danies,Cesar,9.60796,-73.270026,,31.0,1.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Passerellidae,Arremonops,Arremonops conirostris,"Arremonops conirostris (Bonaparte, 1850)",Danies,Cesar,9.60796,-73.270026,,31.0,1.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Thamnophilidae,Sakesphorus,Sakesphorus canadensis,"Sakesphorus canadensis (Linnaeus, 1766)",Danies,Cesar,9.60796,-73.270026,,31.0,1.0,2025.0,HUMAN_OBSERVATION
Accipitriformes,Cathartidae,Coragyps,Coragyps atratus,"Coragyps atratus (Bechstein, 1793)",Danies,Cesar,9.60796,-73.270026,,31.0,1.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Furnariidae,Furnarius,Furnarius leucopus,"Furnarius leucopus Swainson, 1838",Danies,Cesar,9.60796,-73.270026,,31.0,1.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Parulidae,Geothlypis,Geothlypis philadelphia,"Geothlypis philadelphia (A.Wilson, 1810)",Danies,Cesar,9.60796,-73.270026,,31.0,1.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Thraupidae,Coereba,Coereba flaveola,"Coereba flaveola (Linnaeus, 1758)",Danies,Cesar,9.60796,-73.270026,,31.0,1.0,2025.0,HUMAN_OBSERVATION
Accipitriformes,Cathartidae,Cathartes,Cathartes aura,"Cathartes aura (Linnaeus, 1758)",Danies,Cesar,9.60796,-73.270026,,31.0,1.0,2025.0,HUMAN_OBSERVATION
Falconiformes,Falconidae,Caracara,Caracara plancus,"Caracara plancus (J.F.Miller, 1777)",Danies,Cesar,9.60796,-73.270026,,31.0,1.0,2025.0,HUMAN_OBSERVATION
Galliformes,Cracidae,Ortalis,Ortalis ruficauda,"Ortalis ruficauda Jardine, 1847",Danies,Cesar,9.60796,-73.270026,,31.0,1.0,2025.0,HUMAN_OBSERVATION
Piciformes,Galbulidae,Galbula,Galbula ruficauda,"Galbula ruficauda Cuvier, 1816",Botadero Cmu,Cesar,9.571321,-73.274126,,27.0,1.0,2025.0,HUMAN_OBSERVATION
Columbiformes,Columbidae,Leptotila,Leptotila verreauxi,"Leptotila verreauxi Bonaparte, 1855",Botadero Cmu,Cesar,9.571321,-73.274126,,27.0,1.0,2025.0,HUMAN_OBSERVATION
Columbiformes,Columbidae,Patagioenas,Patagioenas cayennensis,"Patagioenas cayennensis (Bonnaterre, 1792)",Botadero Cmu,Cesar,9.571321,-73.274126,,27.0,1.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Thraupidae,Thraupis,Thraupis episcopus,"Thraupis episcopus (Linnaeus, 1766)",Botadero Cmu,Cesar,9.568159,-73.276908,,27.0,1.0,2025.0,HUMAN_OBSERVATION
Gruiformes,Rallidae,Aramides,Aramides cajanea,"Aramides cajanea (Statius Muller, 1776)",Botadero Cmu,Cesar,9.568159,-73.276908,,27.0,1.0,2025.0,HUMAN_OBSERVATION
Columbiformes,Columbidae,Zenaida,Zenaida auriculata,"Zenaida auriculata (Des Murs, 1847)",Botadero Cmu,Cesar,9.568159,-73.276908,,27.0,1.0,2025.0,HUMAN_OBSERVATION
Charadriiformes,Charadriidae,Vanellus,Vanellus chilensis,"Vanellus chilensis (Molina, 1782)",Botadero Cmu,Cesar,9.568159,-73.276908,,27.0,1.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Tyrannidae,Myiodynastes,Myiodynastes maculatus,"Myiodynastes maculatus (Statius Muller, 1776)",Botadero Cmu,Cesar,9.568159,-73.276908,,27.0,1.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Tyrannidae,Atalotriccus,Atalotriccus pilaris,"Atalotriccus pilaris (Cabanis, 1847)",Botadero Cmu,Cesar,9.568159,-73.276908,,27.0,1.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Tyrannidae,Megarynchus,Megarynchus pitangua,"Megarynchus pitangua (Linnaeus, 1766)",Botadero Cmu,Cesar,9.571321,-73.274126,,27.0,1.0,2025.0,HUMAN_OBSERVATION
Cuculiformes,Cuculidae,Crotophaga,Crotophaga ani,"Crotophaga ani Linnaeus, 1758",Botadero Cmu,Cesar,9.571321,-73.274126,,27.0,1.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Tyrannidae,Tyrannus,Tyrannus melancholicus,"Tyrannus melancholicus Vieillot, 1819",Botadero Cmu,Cesar,9.571321,-73.274126,,27.0,1.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Furnariidae,Synallaxis,Synallaxis albescens,"Synallaxis albescens Temminck, 1823",Caño Canime,Cesar,9.575014,-73.272387,,28.0,1.0,2025.0,HUMAN_OBSERVATION
Piciformes,Picidae,Melanerpes,Melanerpes rubricapillus,"Melanerpes rubricapillus (Cabanis, 1862)",Botadero Cmu,Cesar,9.571321,-73.274126,,27.0,1.0,2025.0,HUMAN_OBSERVATION
Gruiformes,Rallidae,Aramides,Aramides cajanea,"Aramides cajanea (Statius Muller, 1776)",Caño Canime,Cesar,9.575014,-73.272387,,28.0,1.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Tyrannidae,Tyrannus,Tyrannus dominicensis,"Tyrannus dominicensis (Gmelin, 1788)",Caño Canime,Cesar,9.575014,-73.272387,,28.0,1.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Tyrannidae,Pitangus,Pitangus sulphuratus,"Pitangus sulphuratus (Linnaeus, 1766)",Botadero Cmu,Cesar,9.571321,-73.274126,,27.0,1.0,2025.0,HUMAN_OBSERVATION
Falconiformes,Falconidae,Milvago,Milvago chimachima,"Milvago chimachima (Vieillot, 1816)",Botadero Cmu,Cesar,9.571321,-73.274126,,27.0,1.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Tyrannidae,Camptostoma,Camptostoma obsoletum,"Camptostoma obsoletum (Temminck, 1824)",Botadero Cmu,Cesar,9.571321,-73.274126,,27.0,1.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Hirundinidae,Stelgidopteryx,Stelgidopteryx ruficollis,"Stelgidopteryx ruficollis (Vieillot, 1817)",Botadero Cmu,Cesar,9.571321,-73.274126,,27.0,1.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Thraupidae,Volatinia,Volatinia jacarina,"Volatinia jacarina (Linnaeus, 1766)",Botadero Cmu,Cesar,9.571321,-73.274126,,27.0,1.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Troglodytidae,Campylorhynchus,Campylorhynchus griseus,"Campylorhynchus griseus (Swainson, 1838)",Botadero Cmu,Cesar,9.571321,-73.274126,,27.0,1.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Thraupidae,Coereba,Coereba flaveola,"Coereba flaveola (Linnaeus, 1758)",Botadero Cmu,Cesar,9.571321,-73.274126,,27.0,1.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Thamnophilidae,Sakesphorus,Sakesphorus canadensis,"Sakesphorus canadensis (Linnaeus, 1766)",Botadero Cmu,Cesar,9.571321,-73.274126,,27.0,1.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Tyrannidae,Empidonax,Empidonax traillii,"Empidonax traillii (Audubon, 1828)",Botadero Cmu,Cesar,9.571321,-73.274126,,27.0,1.0,2025.0,HUMAN_OBSERVATION
Galliformes,Cracidae,Ortalis,Ortalis ruficauda,"Ortalis ruficauda Jardine, 1847",Caño Canime,Cesar,9.575014,-73.272387,,28.0,1.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Parulidae,Parkesia,Parkesia noveboracensis,"Parkesia noveboracensis (J.F.Gmelin, 1789)",Caño Canime,Cesar,9.575014,-73.272387,,28.0,1.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Passerellidae,Arremonops,Arremonops conirostris,"Arremonops conirostris (Bonaparte, 1850)",Caño Canime,Cesar,9.575014,-73.272387,,28.0,1.0,2025.0,HUMAN_OBSERVATION
Coraciiformes,Alcedinidae,Chloroceryle,Chloroceryle americana,"Chloroceryle americana (J.F.Gmelin, 1788)",Caño Canime,Cesar,9.575014,-73.272387,,28.0,1.0,2025.0,HUMAN_OBSERVATION
Apodiformes,Trochilidae,Phaethornis,Phaethornis anthophilus,"Phaethornis anthophilus (Bourcier, 1843)",Caño Canime,Cesar,9.575014,-73.272387,,28.0,1.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Thraupidae,Volatinia,Volatinia jacarina,"Volatinia jacarina (Linnaeus, 1766)",Caño Canime,Cesar,9.575014,-73.272387,,28.0,1.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Furnariidae,Furnarius,Furnarius leucopus,"Furnarius leucopus Swainson, 1838",Caño Canime,Cesar,9.575014,-73.272387,,28.0,1.0,2025.0,HUMAN_OBSERVATION
Columbiformes,Columbidae,Columbina,Columbina talpacoti,"Columbina talpacoti (Temminck, 1810)",Caño Canime,Cesar,9.575014,-73.272387,,28.0,1.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Cardinalidae,Piranga,Piranga rubra,"Piranga rubra (Linnaeus, 1758)",Caño Canime,Cesar,9.575014,-73.272387,,28.0,1.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Tyrannidae,Empidonax,Empidonax traillii,"Empidonax traillii (Audubon, 1828)",Caño Canime,Cesar,9.575014,-73.272387,,28.0,1.0,2025.0,HUMAN_OBSERVATION
Coraciiformes,Momotidae,Momotus,Momotus subrufescens,"Momotus subrufescens P.L.Sclater, 1853",Caño Canime,Cesar,9.575014,-73.272387,,28.0,1.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Thamnophilidae,Formicivora,Formicivora grisea,"Formicivora grisea (Boddaert, 1783)",Caño Canime,Cesar,9.575014,-73.272387,,28.0,1.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Icteridae,Psarocolius,Psarocolius decumanus,"Psarocolius decumanus (Pallas, 1769)",Caño Canime,Cesar,9.575014,-73.272387,,28.0,1.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Troglodytidae,Cantorchilus,Cantorchilus leucotis,"Cantorchilus leucotis (Lafresnaye, 1845)",Caño Canime,Cesar,9.572315,-73.269845,,28.0,1.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Icteridae,Icterus,Icterus nigrogularis,"Icterus nigrogularis (Hahn, 1819)",Caño Canime,Cesar,9.575014,-73.272387,,28.0,1.0,2025.0,HUMAN_OBSERVATION
Cuculiformes,Cuculidae,Crotophaga,Crotophaga major,"Crotophaga major Gmelin, 1788",Caño Canime,Cesar,9.572315,-73.269845,,28.0,1.0,2025.0,HUMAN_OBSERVATION
Apodiformes,Trochilidae,Phaethornis,Phaethornis anthophilus,"Phaethornis anthophilus (Bourcier, 1843)",Caño Canime,Cesar,9.572315,-73.269845,,28.0,1.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Thraupidae,Sporophila,Sporophila intermedia,"Sporophila intermedia Cabanis, 1851",Caño Canime,Cesar,9.575014,-73.272387,,28.0,1.0,2025.0,HUMAN_OBSERVATION
Apodiformes,Trochilidae,Amazilia,Amazilia tzacatl,"Amazilia tzacatl (de la Llave, 1833)",Caño Canime,Cesar,9.572315,-73.269845,,28.0,1.0,2025.0,HUMAN_OBSERVATION
Columbiformes,Columbidae,Leptotila,Leptotila verreauxi,"Leptotila verreauxi Bonaparte, 1855",Caño Canime,Cesar,9.572315,-73.269845,,28.0,1.0,2025.0,HUMAN_OBSERVATION
Piciformes,Galbulidae,Galbula,Galbula ruficauda,"Galbula ruficauda Cuvier, 1816",Caño Canime,Cesar,9.572315,-73.269845,,28.0,1.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Pipridae,Manacus,Manacus manacus,"Manacus manacus (Linnaeus, 1766)",Caño Canime,Cesar,9.572315,-73.269845,,28.0,1.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Thraupidae,Thraupis,Thraupis episcopus,"Thraupis episcopus (Linnaeus, 1766)",Caño Canime,Cesar,9.572315,-73.269845,,28.0,1.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Thraupidae,Coereba,Coereba flaveola,"Coereba flaveola (Linnaeus, 1758)",Caño Canime,Cesar,9.572315,-73.269845,,28.0,1.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Fringillidae,Euphonia,Euphonia laniirostris,"Euphonia laniirostris d'Orbigny & Lafresnaye, 1837",Caño Canime,Cesar,9.572315,-73.269845,,28.0,1.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Tyrannidae,Tyrannus,Tyrannus savana,"Tyrannus savana Vieillot, 1808",Botadero CDJ,Cesar,9.562126,-73.301927,,29.0,1.0,2025.0,HUMAN_OBSERVATION
Falconiformes,Falconidae,Milvago,Milvago chimachima,"Milvago chimachima (Vieillot, 1816)",Botadero CDJ,Cesar,9.562126,-73.301927,,29.0,1.0,2025.0,HUMAN_OBSERVATION
Gruiformes,Rallidae,Aramides,Aramides cajanea,"Aramides cajanea (Statius Muller, 1776)",Botadero CDJ,Cesar,9.562126,-73.301927,,29.0,1.0,2025.0,HUMAN_OBSERVATION
Falconiformes,Falconidae,Herpetotheres,Herpetotheres cachinnans,"Herpetotheres cachinnans (Linnaeus, 1758)",Botadero CDJ,Cesar,9.562126,-73.301927,,29.0,1.0,2025.0,HUMAN_OBSERVATION
Galliformes,Cracidae,Ortalis,Ortalis ruficauda,"Ortalis ruficauda Jardine, 1847",Botadero CDJ,Cesar,9.562126,-73.301927,,29.0,1.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Thamnophilidae,Thamnophilus,Thamnophilus doliatus,"Thamnophilus doliatus (Linnaeus, 1764)",Caño Canime,Cesar,9.572315,-73.269845,,28.0,1.0,2025.0,HUMAN_OBSERVATION
Piciformes,Picidae,Dryocopus,Dryocopus lineatus,"Dryocopus lineatus (Linnaeus, 1766)",Caño Canime,Cesar,9.572315,-73.269845,,28.0,1.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Vireonidae,Cyclarhis,Cyclarhis gujanensis,"Cyclarhis gujanensis (Gmelin, 1789)",Caño Canime,Cesar,9.572315,-73.269845,,28.0,1.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Furnariidae,Xiphorhynchus,Xiphorhynchus picus,"Dendroplex picus (J.F.Gmelin, 1788)",Caño Canime,Cesar,9.572315,-73.269845,,28.0,1.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Parulidae,Protonotaria,Protonotaria citrea,"Protonotaria citrea (Boddaert, 1783)",Caño Canime,Cesar,9.572315,-73.269845,,28.0,1.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Thraupidae,Saltator,Saltator olivascens,"Saltator olivascens Cabanis, 1849",Botadero CDJ,Cesar,9.562126,-73.301927,,29.0,1.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Icteridae,Icterus,Icterus nigrogularis,"Icterus nigrogularis (Hahn, 1819)",Botadero CDJ,Cesar,9.562126,-73.301927,,29.0,1.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Tyrannidae,Tyrannus,Tyrannus melancholicus,"Tyrannus melancholicus Vieillot, 1819",Botadero CDJ,Cesar,9.562126,-73.301927,,29.0,1.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Thraupidae,Coereba,Coereba flaveola,"Coereba flaveola (Linnaeus, 1758)",Botadero CDJ,Cesar,9.562126,-73.301927,,29.0,1.0,2025.0,HUMAN_OBSERVATION
Cuculiformes,Cuculidae,Crotophaga,Crotophaga ani,"Crotophaga ani Linnaeus, 1758",Botadero CDJ,Cesar,9.562126,-73.301927,,29.0,1.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Thamnophilidae,Sakesphorus,Sakesphorus canadensis,"Sakesphorus canadensis (Linnaeus, 1766)",Botadero CDJ,Cesar,9.562126,-73.301927,,29.0,1.0,2025.0,HUMAN_OBSERVATION
Accipitriformes,Accipitridae,Gampsonyx,Gampsonyx swainsonii,"Gampsonyx swainsonii Vigors, 1825",Botadero CDJ,Cesar,9.562126,-73.301927,,29.0,1.0,2025.0,HUMAN_OBSERVATION
Pelecaniformes,Threskiornithidae,Phimosus,Phimosus infuscatus,"Phimosus infuscatus (Lichtenstein, 1823)",Botadero CDJ,Cesar,9.562126,-73.301927,,29.0,1.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Tyrannidae,Pitangus,Pitangus sulphuratus,"Pitangus sulphuratus (Linnaeus, 1766)",Botadero CDJ,Cesar,9.562126,-73.301927,,29.0,1.0,2025.0,HUMAN_OBSERVATION
Charadriiformes,Burhinidae,Burhinus,Burhinus bistriatus,"Burhinus bistriatus (Wagler, 1829)",Botadero CDJ,Cesar,9.562126,-73.301927,,29.0,1.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Thraupidae,Thraupis,Thraupis episcopus,"Thraupis episcopus (Linnaeus, 1766)",Botadero CDJ,Cesar,9.5642,-73.303887,,29.0,1.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Tyrannidae,Tyrannus,Tyrannus savana,"Tyrannus savana Vieillot, 1808",Botadero CDJ,Cesar,9.5642,-73.303887,,29.0,1.0,2025.0,HUMAN_OBSERVATION
Accipitriformes,Accipitridae,Buteo,Buteo nitidus,"Buteo nitidus (Latham, 1790)",Botadero CDJ,Cesar,9.5642,-73.303887,,29.0,1.0,2025.0,HUMAN_OBSERVATION
Piciformes,Picidae,Melanerpes,Melanerpes rubricapillus,"Melanerpes rubricapillus (Cabanis, 1862)",Botadero CDJ,Cesar,9.5642,-73.303887,,29.0,1.0,2025.0,HUMAN_OBSERVATION
Falconiformes,Falconidae,Falco,Falco sparverius,"Falco sparverius Linnaeus, 1758",Botadero CDJ,Cesar,9.5642,-73.303887,,29.0,1.0,2025.0,HUMAN_OBSERVATION
Accipitriformes,Accipitridae,Buteogallus,Buteogallus meridionalis,"Buteogallus meridionalis (Latham, 1790)",Botadero CDJ,Cesar,9.5642,-73.303887,,29.0,1.0,2025.0,HUMAN_OBSERVATION
Piciformes,Picidae,Dryocopus,Dryocopus lineatus,"Dryocopus lineatus (Linnaeus, 1766)",Botadero CDJ,Cesar,9.5642,-73.303887,,29.0,1.0,2025.0,HUMAN_OBSERVATION
Accipitriformes,Accipitridae,Rupornis,Rupornis magnirostris,"Rupornis magnirostris (Gmelin, 1788)",Botadero CDJ,Cesar,9.5642,-73.303887,,29.0,1.0,2025.0,HUMAN_OBSERVATION
Accipitriformes,Cathartidae,Coragyps,Coragyps atratus,"Coragyps atratus (Bechstein, 1793)",Botadero CDJ,Cesar,9.5642,-73.303887,,29.0,1.0,2025.0,HUMAN_OBSERVATION
Falconiformes,Falconidae,Milvago,Milvago chimachima,"Milvago chimachima (Vieillot, 1816)",Botadero CDJ,Cesar,9.5642,-73.303887,,29.0,1.0,2025.0,HUMAN_OBSERVATION
Columbiformes,Columbidae,Columbina,Columbina talpacoti,"Columbina talpacoti (Temminck, 1810)",Botadero Sur Antigua Pista,Cesar,9.561955,-73.280891,,27.0,1.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Troglodytidae,Troglodytes,Troglodytes aedon,"Troglodytes aedon Vieillot, 1809",Botadero Sur Antigua Pista,Cesar,9.561955,-73.280891,,27.0,1.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Corvidae,Cyanocorax,Cyanocorax affinis,"Cyanocorax affinis Pelzeln, 1856",Botadero Sur Antigua Pista,Cesar,9.561955,-73.280891,,27.0,1.0,2025.0,HUMAN_OBSERVATION
Falconiformes,Falconidae,Falco,Falco sparverius,"Falco sparverius Linnaeus, 1758",Botadero Sur Antigua Pista,Cesar,9.561955,-73.280891,,27.0,1.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Tyrannidae,Myiarchus,Myiarchus tyrannulus,"Myiarchus tyrannulus (Statius Muller, 1776)",Botadero Sur Antigua Pista,Cesar,9.561955,-73.280891,,27.0,1.0,2025.0,HUMAN_OBSERVATION
Psittaciformes,Psittacidae,Ara,Ara ararauna,"Ara ararauna (Linnaeus, 1758)",Botadero Sur Antigua Pista,Cesar,9.561955,-73.280891,,27.0,1.0,2025.0,HUMAN_OBSERVATION
Accipitriformes,Accipitridae,Rupornis,Rupornis magnirostris,"Rupornis magnirostris (Gmelin, 1788)",Botadero Sur Antigua Pista,Cesar,9.561955,-73.280891,,27.0,1.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Icteridae,Psarocolius,Psarocolius decumanus,"Psarocolius decumanus (Pallas, 1769)",Botadero Sur Antigua Pista,Cesar,9.561955,-73.280891,,27.0,1.0,2025.0,HUMAN_OBSERVATION
Cuculiformes,Cuculidae,Crotophaga,Crotophaga major,"Crotophaga major Gmelin, 1788",Botadero Sur Antigua Pista,Cesar,9.561955,-73.280891,,27.0,1.0,2025.0,HUMAN_OBSERVATION
Columbiformes,Columbidae,Leptotila,Leptotila verreauxi,"Leptotila verreauxi Bonaparte, 1855",Botadero Sur Antigua Pista,Cesar,9.561955,-73.280891,,27.0,1.0,2025.0,HUMAN_OBSERVATION
Accipitriformes,Cathartidae,Coragyps,Coragyps atratus,"Coragyps atratus (Bechstein, 1793)",Botadero Cmu,Cesar,9.568159,-73.276908,,27.0,1.0,2025.0,HUMAN_OBSERVATION
Charadriiformes,Burhinidae,Burhinus,Burhinus bistriatus,"Burhinus bistriatus (Wagler, 1829)",Botadero Cmu,Cesar,9.568159,-73.276908,,27.0,1.0,2025.0,HUMAN_OBSERVATION
Galliformes,Cracidae,Ortalis,Ortalis ruficauda,"Ortalis ruficauda Jardine, 1847",Botadero Cmu,Cesar,9.568159,-73.276908,,27.0,1.0,2025.0,HUMAN_OBSERVATION
Accipitriformes,Accipitridae,Rupornis,Rupornis magnirostris,"Rupornis magnirostris (Gmelin, 1788)",Botadero Cmu,Cesar,9.568159,-73.276908,,27.0,1.0,2025.0,HUMAN_OBSERVATION
Accipitriformes,Cathartidae,Cathartes,Cathartes aura,"Cathartes aura (Linnaeus, 1758)",Botadero Cmu,Cesar,9.568159,-73.276908,,27.0,1.0,2025.0,HUMAN_OBSERVATION
Accipitriformes,Accipitridae,Buteogallus,Buteogallus meridionalis,"Buteogallus meridionalis (Latham, 1790)",Botadero Cmu,Cesar,9.568159,-73.276908,,27.0,1.0,2025.0,HUMAN_OBSERVATION
Piciformes,Ramphastidae,Ramphastos,Ramphastos sulfuratus,"Ramphastos sulfuratus R.Lesson, 1830",Botadero Cmu,Cesar,9.568159,-73.276908,,27.0,1.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Tyrannidae,Tyrannus,Tyrannus savana,"Tyrannus savana Vieillot, 1808",Botadero Cmu,Cesar,9.568159,-73.276908,,27.0,1.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Tyrannidae,Myiarchus,Myiarchus crinitus,"Myiarchus crinitus (Linnaeus, 1758)",Botadero Cmu,Cesar,9.568159,-73.276908,,27.0,1.0,2025.0,HUMAN_OBSERVATION
Piciformes,Ramphastidae,Pteroglossus,Pteroglossus torquatus,"Pteroglossus torquatus (J.F.Gmelin, 1788)",Botadero Cmu,Cesar,9.568159,-73.276908,,27.0,1.0,2025.0,HUMAN_OBSERVATION
Cuculiformes,Cuculidae,Crotophaga,Crotophaga ani,"Crotophaga ani Linnaeus, 1758",Botadero Sur Antigua Pista,Cesar,9.562531,-73.28332,,27.0,1.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Thraupidae,Thraupis,Thraupis episcopus,"Thraupis episcopus (Linnaeus, 1766)",Botadero Sur Antigua Pista,Cesar,9.562531,-73.28332,,27.0,1.0,2025.0,HUMAN_OBSERVATION
Columbiformes,Columbidae,Zenaida,Zenaida auriculata,"Zenaida auriculata (Des Murs, 1847)",Botadero Sur Antigua Pista,Cesar,9.562531,-73.28332,,27.0,1.0,2025.0,HUMAN_OBSERVATION
Accipitriformes,Accipitridae,Buteogallus,Buteogallus meridionalis,"Buteogallus meridionalis (Latham, 1790)",Botadero Sur Antigua Pista,Cesar,9.562531,-73.28332,,27.0,1.0,2025.0,HUMAN_OBSERVATION
Charadriiformes,Charadriidae,Vanellus,Vanellus chilensis,"Vanellus chilensis (Molina, 1782)",Botadero Sur Antigua Pista,Cesar,9.562531,-73.28332,,27.0,1.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Passerellidae,Arremonops,Arremonops conirostris,"Arremonops conirostris (Bonaparte, 1850)",Botadero Sur Antigua Pista,Cesar,9.562531,-73.28332,,27.0,1.0,2025.0,HUMAN_OBSERVATION
Accipitriformes,Cathartidae,Coragyps,Coragyps atratus,"Coragyps atratus (Bechstein, 1793)",Botadero Sur Antigua Pista,Cesar,9.562531,-73.28332,,27.0,1.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Tyrannidae,Pitangus,Pitangus sulphuratus,"Pitangus sulphuratus (Linnaeus, 1766)",Botadero Sur Antigua Pista,Cesar,9.562531,-73.28332,,27.0,1.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Tyrannidae,Tyrannus,Tyrannus melancholicus,"Tyrannus melancholicus Vieillot, 1819",Botadero Sur Antigua Pista,Cesar,9.562531,-73.28332,,27.0,1.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Thraupidae,Coereba,Coereba flaveola,"Coereba flaveola (Linnaeus, 1758)",Botadero Sur Antigua Pista,Cesar,9.562531,-73.28332,,27.0,1.0,2025.0,HUMAN_OBSERVATION
